"Übergeordnete ID-Nummer",ID-Nummer,Kurzname,Beschreibung,Beschreibungsformat,Skalenwerte,Skalenkonfiguration,"Regeltyp (optional)","Regelergebnis (optional)","Regelkonfiguration (optional)","Querverweisende Kompetenz-ID-Nummern","Exportierte ID (optional)","Ist Kompetenzrahmen",Taxonomie
GRETA-1,GRETA-1-3,"Kommunikation und Interaktion","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Kommunikation und Interaktion<br /></p>",1,,,,0,null,,148,,
GRETA-1-3,GRETA-1-3-1,"Moderation und Steuerung von Gruppen","<p dir=""ltr"" style=""text-align:left;"">In der Erwachsenenbildung findet Lernen häufig gemeinsam in der Gruppe 
statt. Eine Gruppe stellt eine Ansammlung von Individuen dar, in der 
soziales Lernen zur Entfaltung einer eigenen Qualität und Dynamik führt.
 Dabei werden die Lernchancen und Lerngrenzen durch Umgangsformen und 
Kommunikationsstile der Gruppenmitglieder beeinflusst. Neben dem 
Verstehen und Leiten von Gruppen sowie dem Wissen um Gruppendynamiken 
und -strukturen sollten Lehrende daher die Fähigkeit besitzen, 
Kommunikationsprozesse moderierend zu leiten, zu steuern und die 
Vernetzung der Lernenden zu ermöglichen. Diese Art der Gruppenleitung 
zielt darauf ab, das Leistungspotenzial der Gruppe zu aktivieren und zu 
nutzen. Gruppen können sowohl im Präsenzraum als auch in 
digital-gestützten Lehr-Lern-Settings zusammenarbeiten. Grundsätzlich 
sind (Online-)Gruppenprozesse durch entsprechende (digitale) 
Tools/Werkzeuge und (Online-)Moderationstechniken sinnvoll zu steuern 
und zu strukturieren. Dazu gehört auch der konstruktive Umgang mit 
technischen Problemen und Störungen innerhalb der Gruppe. Bei der 
Steuerung von Gruppenprozessen besteht die Herausforderung darin, eine 
vertrauensvolle Gesprächsatmosphäre herzustellen, Lernenden Raum zu 
geben und eine Lernatmosphäre zu schaffen, in der sich Teilnehmende 
sicher und wohl fühlen, motiviert sind und ihr individuelles 
Leistungspotenzial zeigen können. Es lassen sich synchrone (also 
zeitgleiche) und asynchrone (also zeitversetzte) Prozessverläufe 
unterscheiden. Synchrone Kommunikationsverläufe finden sowohl in 
digital-gestützten Lehr-Lern-Settings als auch im Präsenzraum statt. 
Asynchrone Kommunikation findet vor allem durch digitale Medien und 
mithilfe digitaler Anwendungen, Tools und Werkzeugen statt. Die 
Moderation bzw. Steuerung von asynchron zusammenarbeitenden Gruppen 
erfordert von den Lehrenden eine gute Strukturierung und Filterung der 
Beiträge.<br /></p>",1,,,,0,null,,149,,
GRETA-1-3,GRETA-1-3-2,"Professionelle Kommunikation","<p dir=""ltr"" style=""text-align:left;"">Die Relevanz einer professionellen Kommunikation zeigt sich an vielen 
Stellen im Lehr-Lern-Prozess. Innerhalb und außerhalb des 
Unterrichtsgeschehens sind Umgangsformen und professionelle 
Gesprächsführung elementar. Diese Kommunikationsabläufe können von 
Lehrenden gestaltet werden. Zum pädagogischen Repertoire der Lehrenden 
gehören die Beachtung allgemeiner Umgangsregeln sowie die Gestaltung 
einer kooperativen Gesprächskultur. Außerdem sollten Lehrende 
organisatorische Kommunikationsabläufe sicherstellen und steuern. Diese 
können mithilfe digitaler Medien, Tools und Werkzeugen unterstützt 
werden, indem Lehrende beispielsweise verschiedene digitale 
Kommunikationstools sinnvoll für den Austausch mit den Teilnehmenden 
nutzen (z. B. zur Klärung organisatorischer Aspekte). So werden 
organisatorische Abläufe verbessert und zusätzliche Informationen 
bereitgestellt. Auch im digitalen Raum ist es erforderlich, 
Verbindlichkeiten zwischen den Lernenden zu schaffen und Umgangsregeln 
für die gemeinsame Kommunikation wie eine Netiquette zu etablieren. 
Dabei gilt es, die Besonderheiten verbaler und non-verbaler 
Kommunikation (z. B. Gestik, Mimik, Körpersprache) in digitalen 
Lernumgebungen zu berücksichtigen.<br /></p>",1,,,,0,null,,150,,
GRETA-1,GRETA-1-4,Organisation,"<p dir=""ltr"" style=""text-align:left;"">Beschreibung Organisation<br /></p>",1,,,,0,null,,151,,
GRETA-1-4,GRETA-1-4-1,"Kooperation mit den Auftraggebenden/Arbeitgebenden","<p dir=""ltr"" style=""text-align:left;"">Lehrende in der Erwachsenen- und Weiterbildung sollen unabhängig von 
ihrer Beschäftigungssituation (freiberuflich tätig oder fest angestellt)
 in der Lage sein, gut mit (potenziellen) Auftraggebenden bzw. 
Arbeitgebenden zu kooperieren. Kooperation ist erforderlich bei der 
Neukonzipierung oder Erweiterung von Angeboten zum Informationsaustausch
 sowie bei der Suche nach gemeinsamen Problemlösungen. Dazu bedarf es 
sozialer und kommunikativer Fähigkeiten, Verhandlungsgeschick, 
Überzeugungsfähigkeit, Konfliktfähigkeit und Problemlösungskompetenz. 
Freiberuflich tätig Lehrende, die neue Kooperationen anbahnen wollen, 
müssen zudem in der Lage sein, sich relevante Informationen über 
potenzielle Auftraggebende bzw. Arbeitgebende zu beschaffen, 
beispielsweise zu deren Zielen, Adressatinnen und Adressaten, ihrem 
Programm, spezifischen Honorarkorridoren, vorhandener (medialer) 
Ausstattung sowie zu deren Organisationskultur und Werten. Hierzu sind 
Fähigkeiten zur Informationsrecherche und -bewertung unter Nutzung 
geeigneter (digitaler) Kanäle sowie Tools und Werkzeuge erforderlich. 
Lehrende können mithilfe sozialer Medien potenzielle Auftraggebende bzw.
 Arbeitgebende auf ihr berufliches Profil und ihre Angebote aufmerksam 
machen.<br /></p>",1,,,,0,null,,152,,
GRETA-1-4,GRETA-1-4-2,"Kollegiale Zusammenarbeit/Netzwerken","<p dir=""ltr"" style=""text-align:left;"">Für die Verortung von eigenen Angeboten benötigen Lehrende Kenntnisse 
über die Strukturen und Angebote der Einrichtung, für die sie tätig 
sind. Auf diese Weise können sie Querverbindungen zu anderen Angeboten 
herstellen. Dazu bedarf es Fähigkeiten der kollegialen und 
kommunikativen Zusammenarbeit innerhalb und außerhalb von beauftragenden
 Einrichtungen sowie in interdisziplinären Teams. Bei der Lösung 
technischer oder fachlich-didaktischer Fragestellungen kann eine 
Zusammenarbeit mit interdisziplinären Teams oder Netzwerken 
gewinnbringend sein. Dazu gehört auch die Erstellung und der Austausch 
von freien Lern- und Lehrmaterialien, die unter offener Lizenz geteilt 
werden können (Open Educational Resources, OER). Die Vernetzung und 
Zusammenarbeit von Lehrenden kann über unterschiedliche formalisierte 
und informelle Formate wie beispielsweise durch den kollegialen 
Austausch, Fachtagungen, Netzwerke, professionelle Lerngemeinschaften 
oder über Soziale Medien erfolgen.<br /></p>",1,,,,0,null,,153,,
,GRETA-2,"Fach- und Feldspezifisches Wissen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Fach- und Feldspezifisches Wissen<br /></p>",1,,,,0,null,,154,,
GRETA-2,GRETA-2-1,Feldbezug,"Beschreibung Feldbezug<br />",1,,,,0,null,,155,,
GRETA-2-1,GRETA-2-1-1,"Adressatinnen und Adressaten","<p dir=""ltr"" style=""text-align:left;"">Die Adressatinnen und Adressaten eines bestimmten Lehr-Lern-Angebots 
sind dessen potenzielle Zielgruppe, also alle Personen, an die sich das 
Angebot richtet. Im Unterschied dazu sind Teilnehmende diejenigen 
Personen, die tatsächlich zu dem jeweiligen Kursangebot erscheinen. Die 
Adressatinnen und Adressaten eines Angebots zeichnen sich durch 
bestimmte Merkmale aus (z. B. eine bestimmte Altersspanne, bestimmte 
Interessenlagen, berufliche Ziele, Lebenssituationen, Vorkenntnisse), 
aufgrund derer sie sich zur Zielgruppe des jeweiligen Kurses zählen 
lassen. Die Beschäftigung mit Adressatinnen und Adressaten ist für 
Lehrende vor allem in der Planungsphase des Angebots relevant. Lehrende 
müssen Wissen über die relevanten Charakteristika der Adressatinnen und 
Adressaten (z. B. Interessen, Gewohnheiten, Vorlieben, Bedürfnisse, 
Ängste, vorhandene Ressourcen, Nutzungsgewohnheiten in Bezug auf 
digitale Medien und Tools, bestehende Einschränkungen und Barrieren 
etc.) haben. Zudem benötigen die Lehrenden das Wissen darüber, dass sich
 die Gruppe der Adressatinnen und Adressaten durch die Digitalisierung 
verändern kann, da digitale Lehr-Lern-Angebote eine ortsunabhängige 
Teilnahme ermöglichen.<br /></p>",1,,,,0,null,,156,,
GRETA-2-1,GRETA-2-1-2,"Feldspezifisches Wissen","<p dir=""ltr"" style=""text-align:left;"">Lehrende in der Erwachsenen- und Weiterbildung sollten Wissen über das 
Feld der Erwachsenenbildung insgesamt sowie über die unterschiedlichen 
Handlungsfelder besitzen. In Bezug auf die Erwachsenenbildung insgesamt 
sollten Lehrende wissen, dass dieses Feld anders strukturiert ist und 
anderen Ansprüchen folgt als der formale Bildungsbereich. Zudem 
benötigen Lehrende Wissen über die Besonderheiten des Lernens im 
Erwachsenenalter. Darüber hinaus gibt es in der Erwachsenen- und 
Weiterbildung unterschiedliche Handlungsfelder, die sich über ihren 
gesellschaftspolitischen Auftrag, ein spezifisches Bildungsverständnis, 
die Funktion, ihre Themen sowie ihre Adressatinnen und Adressaten 
definieren. Zu diesen Handlungsfeldern zählen die berufliche, 
betriebliche, allgemeine, wissenschaftliche, politische und 
konfessionelle Erwachsenenbildung. Lehrende sollten Wissen darüber 
haben, welche Handlungsfelder mit welchen feldspezifischen Zielen und 
Prinzipien in der Weiterbildung existieren und welchem Handlungsfeld die
 Weiterbildungseinrichtung(en), in der bzw. denen sie tätig sind, 
zugehörig sind. Dazu zählen auch die Besonderheiten hinsichtlich 
organisatorischer und rechtlicher Rahmenbedingungen eines spezifischen 
Handlungsfeldes. <br /></p>",1,,,,0,null,,157,,
GRETA-2-1,GRETA-2-1-3,"Curriculare und institutionelle Rahmenbedingungen","<p dir=""ltr"" style=""text-align:left;"">Lehrende müssen sich mit den Anforderungen der 
Weiterbildungseinrichtungen auseinandersetzen, für die sie tätig sind. 
Im Gegensatz zu anderen Bildungsbereichen gibt es in der 
Erwachsenenbildung unterschiedliche Vorgaben und Rahmenbedingungen, 
welche die Lehrenden kennen müssen. Das Wissen über curriculare und 
institutionelle Rahmenbedingungen umfasst sowohl Kenntnisse über die 
spezifische Abfolge von Fachinhalten als auch Kenntnisse, die sich auf 
dafür notwendige angemessene Materialien und (digitale) Medien beziehen.
 Konkret bedeutet das für Lehrende beispielsweise die 
einrichtungsinterne digitale Ausstattung und Vorgaben bzgl. 
Softwarenutzung, die einrichtungsinternen Rahmenlehrpläne bzw. 
Modulpläne (u. a. Hinweise zur Gestaltung von Lernumgebungen, Aspekte 
der Qualitätssicherung, Erstellung und Abnahme von Prüfungen) sowie 
dazugehörige Beratungs- und Supportkapazitäten des spezifischen 
Weiterbildungsfeldes und der Weiterbildungseinrichtung zu kennen. <br /></p>",1,,,,0,null,,158,,
,GRETA-3,"Professionelle Werthaltungen und Überzeugungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Professionelle Werthaltungen und Überzeugungen<br /></p>",1,,,,0,null,,159,,
GRETA-3,GRETA-3-1,Berufsethos,"<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufsethos<br /></p>",1,,,,0,null,,160,,
GRETA-3-1,GRETA-3-1-1,Menschenbilder,"<p dir=""ltr"" style=""text-align:left;"">Die Kompetenzfacette Menschenbilder umfasst die eigenen Vorstellungen,
 die Lehrende über Menschen und damit auch über ihre Teilnehmenden 
haben. Die Lehrenden haben ein bestimmtes Menschenbild, das ihre 
weltanschauliche Orientierung widerspiegelt. Es lassen sich verschiedene
 Menschenbilder unterscheiden, wie das humanistische Menschenbild, das 
kognitive Menschenbild, das behavioristische Menschenbild und das 
psycho-dynamische Menschenbild. Lehrende sollten den Lernenden ein 
Menschenbild vorleben, das zur Selbstentfaltung und Selbstverwirklichung
 anregt. Darüber hinaus müssen Lehrende sich über den Einfluss des 
Menschenbildes auf den Lehr-Lern-Prozess und dessen Qualität bewusst 
sein.<br /></p>",1,,,,0,null,,161,,
GRETA-3-1,GRETA-3-1-2,Wertvorstellungen,"<p dir=""ltr"" style=""text-align:left;"">Das professionelle Handeln Lehrender basiert auf persönlichen 
Wertvorstellungen, die das eigene professionelle Handeln prägen und 
beeinflussen. Diese Vorstellungen beinhalten Haltungen, Einstellungen 
und Werte, die Lehrende verinnerlicht haben und derer sie sich bewusst 
sein sollen. Lehrende sollen empathisch sein sowie Verständnis für die 
Gefühle und Sorgen der Teilnehmenden haben. Außerdem sollen sie ihren 
Teilnehmenden mit Respekt, Achtung und Wertschätzung gegenübertreten. 
Wertvorstellungen Lehrender sind auch dadurch geprägt, dass Lehrende ein
 Bewusstsein für das Wohlergehen der Teilnehmenden haben und dafür die 
Verantwortung tragen. Auch der Verinnerlichung von berufsethischen 
Standards und Prinzipien kommt für das professionelle Handeln von 
Lehrenden eine Bedeutung zu. <br /></p>",1,,,,0,null,,162,,
GRETA-3,GRETA-3-2,"Berufsbezogene Überzeugungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufsbezogene Überzeugungen<br /></p>",1,,,,0,null,,163,,
GRETA-3-2,GRETA-3-2-1,"Eigenes Rollenbewusstsein","<p dir=""ltr"" style=""text-align:left;"">Die Lehrtätigkeit hat sich in den vergangenen Jahrzehnten gewandelt. Die
 traditionelle Rolle als Informationsvermittlerin oder 
Informationsvermittler ist in den Hintergrund getreten. Vielmehr haben 
die Aufgaben der Anleitung sowie Begleitung und Unterstützung beim 
Lernprozess im Sinne einer Ermöglichungsdidaktik an Bedeutung gewonnen 
und profilieren die Rolle der Lehrenden als Lernbegleiterin und 
Lernbegleiter bzw. Lernunterstützerin und Lernunterstützer. Ebenso gibt 
es eine Vielfalt an Rollenerwartungen an die Lehrtätigkeit, wie sich an 
der begrifflichen Vielfalt (Lernbegleiterinnen und -begleiter, Lehrende,
 Trainerinnen und Trainer, Teamerinnern und Teamer oder Dozentinnen und 
Dozenten etc.) erkennen lässt. Lehrende müssen sich über die Erwartungen
 und Anforderungen an ihre Rolle, die von unterschiedlichen Seiten an 
sie herangetragen werden (u. a. von Teilnehmenden, Auftraggebenden), 
bewusst werden und sich kritisch mit ihnen auseinandersetzen. Nur so 
können sie sich klar dazu verhalten, Grenzen ziehen und produktiv auf 
sie reagieren. Neben einem Bewusstsein für die eigene Rolle und der 
Identifikation mit dieser ist es aber auch wichtig, bei Bedarf je nach 
Lehr-Lern-Situation (Begleiten, Wissen vermitteln etc.) und 
Lehr-Lern-Setting (hybrid, Präsenz, digital) flexibel zwischen 
unterschiedlichen Rollen wechseln zu können.<br /></p>",1,,,,0,null,,164,,
GRETA-3-2,GRETA-3-2-2,"Subjektive Annahmen über das Lehren und Lernen","<p dir=""ltr"" style=""text-align:left;"">Lehrende haben konkrete Vorstellungen  – sogenannte subjektive Annahmen 
 – darüber, wie das Lernen und Lehren funktioniert und gestaltet werden 
sollte. Diese subjektiven Annahmen lassen sich in konstruktivistische 
und transmissive Theorien unterscheiden. Bei konstruktivistischen 
Theorien wird das Lernen als aktiver Lernprozess verstanden und den 
Lernenden wird eine aktive Rolle bei der Auseinandersetzung mit dem 
Lerngegenstand zugeschrieben. Lehrende übernehmen die Rolle einer 
Lernbegleiterin oder eines Lernbegleiters, welche oder welcher das 
Lernen ermöglicht und begleitet und vor allem die Selbstständigkeit der 
Lernenden fördert. Bei transmissiven Theorien hingegen wird Lernen als 
einseitiger Informationsvermittlungsprozess betrachtet, in dem den 
Lernenden eine passive Rolle zukommt. Lehrende nehmen die Rolle einer 
Wissensvermittlerin oder eines Wissensvermittlers ein und sind vorrangig
 für die Wissensweitergabe zuständig. Die eigenen subjektiven 
Vorstellungen über das Lehren und Lernen beeinflussen die Qualität der 
Lehr-Lern-Prozesse, wobei konstruktivistische subjektive Theorien 
positiver für die Qualität von Lehr-Lern-Prozessen sind. Lehrende 
sollten sich ihrer subjektiven Annahmen und deren Einfluss auf den 
Lehr-Lern-Prozess bewusst sein.<br /></p>",1,,,,0,null,,165,,
,GRETA-4,"Professionelle Selbststeuerung","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Professionelle Selbststeuerung<br /></p>",1,,,,0,null,,166,,
GRETA-4,GRETA-4-1,"Motivationale Orientierungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Motivationale Orientierungen<br /></p>",1,,,,0,null,,167,,
GRETA-4-1,GRETA-4-1-1,Selbstwirksamkeitsüberzeugungen,"<p dir=""ltr"" style=""text-align:left;"">Unter Selbstwirksamkeit wird die Überzeugung verstanden, über die 
Fähigkeiten und Mittel zu verfügen, die für die erfolgreiche Bewältigung
 gegebener Anforderungen oder für eine Zielerreichung notwendig sind. 
Für Lehrende bedeutet dies, dass sie überzeugt davon sind, neue oder 
schwierige Anforderungssituationen aufgrund der eigenen Kompetenzen 
bewältigen zu können. Zudem gehen sie selbstbewusst davon aus, Kontrolle
 über die Lehr-Lern-Prozesse und die Zielerreichung zu haben. 
Selbstwirksamkeitsüberzeugungen beeinflussen u. a. die Ansprüche, die 
Lehrende an ihr eigenes erwachsenenpädagogisches Handeln stellen. Sie 
sind auch eng verknüpft mit der Wahrnehmung von Erfolg, Misserfolg und 
Belastungen. Eine hohe Selbstwirksamkeit ist gekennzeichnet durch 
zielgerichtetes Handeln auch unter herausfordernden Bedingungen.<br /></p>",1,,,,0,null,,168,,
